record_id,timestamp,satellite_id,subsystem,metric_name,metric_value,unit,status,quality_flag
TEL-000048,2026-01-22 01:16:02,SENTINEL-9,POWER,bus_voltage_v,27.918224,V,NOMINAL,VALID
TEL-000049,2026-01-22 01:16:02,SENTINEL-9,THERMAL,payload_temp_c,22.56093,°C,NOMINAL,VALID
TEL-000050,2026-01-22 01:16:02,SENTINEL-9,THERMAL,bus_temp_c,17.956921,°C,NOMINAL,VALID
TEL-000051,2026-01-22 01:16:02,SENTINEL-9,THERMAL,battery_temp_c,15.356082,°C,NOMINAL,VALID
TEL-000052,2026-01-22 01:16:02,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.148493,arcsec,NOMINAL,VALID
TEL-000053,2026-01-22 01:16:02,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2389.934423,RPM,NOMINAL,VALID
TEL-000054,2026-01-22 01:16:02,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001043,deg/hr,NOMINAL,VALID
TEL-000055,2026-01-22 01:16:02,SENTINEL-9,COMMS,signal_strength_dbm,-86.159087,dBm,NOMINAL,VALID
TEL-000056,2026-01-22 01:16:02,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000057,2026-01-22 01:16:02,SENTINEL-9,COMMS,link_margin_db,12.570444,dB,NOMINAL,VALID
TEL-000058,2026-01-22 01:16:02,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.218834,°C,NOMINAL,VALID
TEL-000059,2026-01-22 01:16:02,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.391996,K,NOMINAL,VALID
TEL-000060,2026-01-22 01:16:02,SENTINEL-9,PAYLOAD,shutter_cycles,1847527.0,count,NOMINAL,VALID
TEL-000061,2026-01-22 01:40:06,SENTINEL-9,POWER,battery_level_pct,80.410595,%,NOMINAL,VALID
TEL-000062,2026-01-22 01:40:06,SENTINEL-9,POWER,solar_array_output_w,2855.227902,W,NOMINAL,VALID
TEL-000063,2026-01-22 01:40:06,SENTINEL-9,POWER,bus_voltage_v,27.959891,V,NOMINAL,VALID
TEL-000064,2026-01-22 01:40:06,SENTINEL-9,THERMAL,payload_temp_c,22.302841,°C,NOMINAL,VALID
TEL-000065,2026-01-22 01:40:06,SENTINEL-9,THERMAL,bus_temp_c,18.331254,°C,NOMINAL,VALID
TEL-000066,2026-01-22 01:40:06,SENTINEL-9,THERMAL,battery_temp_c,15.036261,°C,NOMINAL,VALID
TEL-000067,2026-01-22 01:40:06,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.159066,arcsec,NOMINAL,VALID
TEL-000068,2026-01-22 01:40:06,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2359.156862,RPM,NOMINAL,VALID
TEL-000069,2026-01-22 01:40:06,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001049,deg/hr,NOMINAL,VALID
TEL-000070,2026-01-22 01:40:06,SENTINEL-9,COMMS,signal_strength_dbm,-86.388448,dBm,NOMINAL,VALID
TEL-000071,2026-01-22 01:40:06,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000072,2026-01-22 01:40:06,SENTINEL-9,COMMS,link_margin_db,12.005522,dB,NOMINAL,VALID
TEL-000073,2026-01-22 01:40:06,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.485177,°C,NOMINAL,VALID
TEL-000074,2026-01-22 01:40:06,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.175829,K,NOMINAL,VALID
TEL-000075,2026-01-22 01:40:06,SENTINEL-9,PAYLOAD,shutter_cycles,1847525.0,count,NOMINAL,VALID
TEL-000076,2026-01-22 02:08:14,SENTINEL-9,POWER,battery_level_pct,93.430319,%,NOMINAL,VALID
TEL-000077,2026-01-22 02:08:14,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000078,2026-01-22 02:08:14,SENTINEL-9,POWER,bus_voltage_v,28.119364,V,NOMINAL,VALID
TEL-000079,2026-01-22 02:08:14,SENTINEL-9,THERMAL,payload_temp_c,22.635969,°C,NOMINAL,VALID
TEL-000080,2026-01-22 02:08:14,SENTINEL-9,THERMAL,bus_temp_c,18.60375,°C,NOMINAL,VALID
TEL-000081,2026-01-22 02:08:14,SENTINEL-9,THERMAL,battery_temp_c,15.359618,°C,NOMINAL,VALID
TEL-000082,2026-01-22 02:08:14,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.148484,arcsec,NOMINAL,VALID
TEL-000083,2026-01-22 02:08:14,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2361.159371,RPM,NOMINAL,VALID
TEL-000084,2026-01-22 02:08:14,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000987,deg/hr,NOMINAL,VALID
TEL-000085,2026-01-22 02:08:14,SENTINEL-9,COMMS,signal_strength_dbm,-85.86109,dBm,NOMINAL,VALID
TEL-000086,2026-01-22 02:08:14,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000087,2026-01-22 02:08:14,SENTINEL-9,COMMS,link_margin_db,12.591298,dB,NOMINAL,VALID
TEL-000088,2026-01-22 02:08:14,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.996349,°C,NOMINAL,VALID
TEL-000089,2026-01-22 02:08:14,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.052057,K,NOMINAL,VALID
TEL-000090,2026-01-22 02:08:14,SENTINEL-9,PAYLOAD,shutter_cycles,1847525.0,count,NOMINAL,VALID
TEL-000091,2026-01-22 02:29:36,SENTINEL-9,POWER,battery_level_pct,81.926751,%,NOMINAL,VALID
TEL-000092,2026-01-22 02:29:36,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000093,2026-01-22 02:29:36,SENTINEL-9,POWER,bus_voltage_v,28.07302,V,NOMINAL,VALID
TEL-000094,2026-01-22 02:29:36,SENTINEL-9,THERMAL,payload_temp_c,22.555149,°C,NOMINAL,VALID
TEL-000095,2026-01-22 02:29:36,SENTINEL-9,THERMAL,bus_temp_c,18.498348,°C,NOMINAL,VALID
TEL-000096,2026-01-22 02:29:36,SENTINEL-9,THERMAL,battery_temp_c,15.197171,°C,NOMINAL,VALID
TEL-000097,2026-01-22 02:29:36,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.150682,arcsec,NOMINAL,VALID
TEL-000098,2026-01-22 02:29:36,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2393.043938,RPM,NOMINAL,VALID
TEL-000099,2026-01-22 02:29:36,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000953,deg/hr,NOMINAL,VALID
TEL-000100,2026-01-22 02:29:36,SENTINEL-9,COMMS,signal_strength_dbm,-83.000246,dBm,NOMINAL,VALID
TEL-000101,2026-01-22 02:29:36,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000102,2026-01-22 02:29:36,SENTINEL-9,COMMS,link_margin_db,12.63641,dB,NOMINAL,VALID
TEL-000103,2026-01-22 02:29:36,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.032178,°C,NOMINAL,VALID
TEL-000104,2026-01-22 02:29:36,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.007285,K,NOMINAL,VALID
TEL-000105,2026-01-22 02:29:36,SENTINEL-9,PAYLOAD,shutter_cycles,1847527.0,count,NOMINAL,VALID
TEL-000106,2026-01-22 02:52:16,SENTINEL-9,POWER,battery_level_pct,69.087757,%,NOMINAL,VALID
TEL-000107,2026-01-22 02:52:16,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000108,2026-01-22 02:52:16,SENTINEL-9,POWER,bus_voltage_v,28.071554,V,NOMINAL,VALID
TEL-000109,2026-01-22 02:52:16,SENTINEL-9,THERMAL,payload_temp_c,22.255918,°C,NOMINAL,VALID
TEL-000110,2026-01-22 02:52:16,SENTINEL-9,THERMAL,bus_temp_c,17.990349,°C,NOMINAL,VALID
TEL-000111,2026-01-22 02:52:16,SENTINEL-9,THERMAL,battery_temp_c,15.104127,°C,NOMINAL,VALID
TEL-000112,2026-01-22 02:52:16,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.139837,arcsec,NOMINAL,VALID
TEL-000113,2026-01-22 02:52:16,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2441.250975,RPM,NOMINAL,VALID
TEL-000114,2026-01-22 02:52:16,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001031,deg/hr,NOMINAL,VALID
TEL-000115,2026-01-22 02:52:16,SENTINEL-9,COMMS,signal_strength_dbm,-85.680359,dBm,NOMINAL,VALID
TEL-000116,2026-01-22 02:52:16,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000117,2026-01-22 02:52:16,SENTINEL-9,COMMS,link_margin_db,12.803672,dB,NOMINAL,VALID
TEL-000118,2026-01-22 02:52:16,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.916659,°C,NOMINAL,VALID
TEL-000119,2026-01-22 02:52:16,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.333675,K,NOMINAL,VALID
TEL-000120,2026-01-22 02:52:16,SENTINEL-9,PAYLOAD,shutter_cycles,1847532.0,count,NOMINAL,VALID
TEL-000121,2026-01-22 03:13:40,SENTINEL-9,POWER,battery_level_pct,82.572854,%,NOMINAL,VALID
TEL-000122,2026-01-22 03:13:40,SENTINEL-9,POWER,solar_array_output_w,2868.347178,W,NOMINAL,VALID
TEL-000123,2026-01-22 03:13:40,SENTINEL-9,POWER,bus_voltage_v,27.936197,V,NOMINAL,VALID
TEL-000124,2026-01-22 03:13:40,SENTINEL-9,THERMAL,payload_temp_c,22.632921,°C,NOMINAL,VALID
TEL-000125,2026-01-22 03:13:40,SENTINEL-9,THERMAL,bus_temp_c,17.934381,°C,NOMINAL,VALID
TEL-000126,2026-01-22 03:13:40,SENTINEL-9,THERMAL,battery_temp_c,15.132771,°C,NOMINAL,VALID
TEL-000127,2026-01-22 03:13:40,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.144143,arcsec,NOMINAL,VALID
TEL-000128,2026-01-22 03:13:40,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2367.806962,RPM,NOMINAL,VALID
TEL-000129,2026-01-22 03:13:40,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001003,deg/hr,NOMINAL,VALID
TEL-000130,2026-01-22 03:13:40,SENTINEL-9,COMMS,signal_strength_dbm,-84.922633,dBm,NOMINAL,VALID
TEL-000131,2026-01-22 03:13:40,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000132,2026-01-22 03:13:40,SENTINEL-9,COMMS,link_margin_db,12.269412,dB,NOMINAL,VALID
TEL-000133,2026-01-22 03:13:40,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.968689,°C,NOMINAL,VALID
TEL-000134,2026-01-22 03:13:40,SENTINEL-9,PAYLOAD,focal_plane_temp_k,84.718047,K,NOMINAL,VALID
TEL-000135,2026-01-22 03:13:40,SENTINEL-9,PAYLOAD,shutter_cycles,1847530.0,count,NOMINAL,VALID
TEL-000136,2026-01-22 03:40:54,SENTINEL-9,POWER,battery_level_pct,91.523098,%,NOMINAL,VALID
TEL-000137,2026-01-22 03:40:54,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000138,2026-01-22 03:40:54,SENTINEL-9,POWER,bus_voltage_v,28.132099,V,NOMINAL,VALID
TEL-000139,2026-01-22 03:40:54,SENTINEL-9,THERMAL,payload_temp_c,22.916203,°C,NOMINAL,VALID
TEL-000140,2026-01-22 03:40:54,SENTINEL-9,THERMAL,bus_temp_c,18.118305,°C,NOMINAL,VALID
TEL-000141,2026-01-22 03:40:54,SENTINEL-9,THERMAL,battery_temp_c,15.198745,°C,NOMINAL,VALID
TEL-000142,2026-01-22 03:40:54,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.144026,arcsec,NOMINAL,VALID
TEL-000143,2026-01-22 03:40:54,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2379.344687,RPM,NOMINAL,VALID
TEL-000144,2026-01-22 03:40:54,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000954,deg/hr,NOMINAL,VALID
TEL-000145,2026-01-22 03:40:54,SENTINEL-9,COMMS,signal_strength_dbm,-85.558778,dBm,NOMINAL,VALID
TEL-000146,2026-01-22 03:40:54,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000147,2026-01-22 03:40:54,SENTINEL-9,COMMS,link_margin_db,12.051479,dB,NOMINAL,VALID
TEL-000148,2026-01-22 03:40:54,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.999896,°C,NOMINAL,VALID
TEL-000149,2026-01-22 03:40:54,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.347026,K,NOMINAL,VALID
TEL-000150,2026-01-22 03:40:54,SENTINEL-9,PAYLOAD,shutter_cycles,1847525.0,count,NOMINAL,VALID
TEL-000151,2026-01-22 04:07:56,SENTINEL-9,POWER,battery_level_pct,77.082057,%,NOMINAL,VALID
TEL-000152,2026-01-22 04:07:56,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000153,2026-01-22 04:07:56,SENTINEL-9,POWER,bus_voltage_v,27.985379,V,NOMINAL,VALID
TEL-000154,2026-01-22 04:07:56,SENTINEL-9,THERMAL,payload_temp_c,22.547604,°C,NOMINAL,VALID
TEL-000155,2026-01-22 04:07:56,SENTINEL-9,THERMAL,bus_temp_c,18.367854,°C,NOMINAL,VALID
TEL-000156,2026-01-22 04:07:56,SENTINEL-9,THERMAL,battery_temp_c,15.008869,°C,NOMINAL,VALID
TEL-000157,2026-01-22 04:07:56,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.14609,arcsec,NOMINAL,VALID
TEL-000158,2026-01-22 04:07:56,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2375.247354,RPM,NOMINAL,VALID
TEL-000159,2026-01-22 04:07:56,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.00103,deg/hr,NOMINAL,VALID
TEL-000160,2026-01-22 04:07:56,SENTINEL-9,COMMS,signal_strength_dbm,-84.848533,dBm,NOMINAL,VALID
TEL-000161,2026-01-22 04:07:56,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000162,2026-01-22 04:07:56,SENTINEL-9,COMMS,link_margin_db,12.398824,dB,NOMINAL,VALID
TEL-000163,2026-01-22 04:07:56,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.486054,°C,NOMINAL,VALID
TEL-000164,2026-01-22 04:07:56,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.253593,K,NOMINAL,VALID
TEL-000165,2026-01-22 04:07:56,SENTINEL-9,PAYLOAD,shutter_cycles,1847531.0,count,NOMINAL,VALID
TEL-000166,2026-01-22 04:31:19,SENTINEL-9,POWER,battery_level_pct,75.285242,%,NOMINAL,VALID
TEL-000167,2026-01-22 04:31:19,SENTINEL-9,POWER,solar_array_output_w,2722.850224,W,NOMINAL,VALID
TEL-000168,2026-01-22 04:31:19,SENTINEL-9,POWER,bus_voltage_v,28.02545,V,NOMINAL,VALID
TEL-000169,2026-01-22 04:31:19,SENTINEL-9,THERMAL,payload_temp_c,22.659808,°C,NOMINAL,VALID
TEL-000170,2026-01-22 04:31:19,SENTINEL-9,THERMAL,bus_temp_c,17.946142,°C,NOMINAL,VALID
TEL-000171,2026-01-22 04:31:19,SENTINEL-9,THERMAL,battery_temp_c,15.205514,°C,NOMINAL,VALID
TEL-000172,2026-01-22 04:31:19,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.141795,arcsec,NOMINAL,VALID
TEL-000173,2026-01-22 04:31:19,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2413.936588,RPM,NOMINAL,VALID
TEL-000174,2026-01-22 04:31:19,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000967,deg/hr,NOMINAL,VALID
TEL-000175,2026-01-22 04:31:19,SENTINEL-9,COMMS,signal_strength_dbm,-85.973782,dBm,NOMINAL,VALID
TEL-000176,2026-01-22 04:31:19,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000177,2026-01-22 04:31:19,SENTINEL-9,COMMS,link_margin_db,12.93673,dB,NOMINAL,VALID
TEL-000178,2026-01-22 04:31:19,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.872319,°C,NOMINAL,VALID
TEL-000179,2026-01-22 04:31:19,SENTINEL-9,PAYLOAD,focal_plane_temp_k,84.864906,K,NOMINAL,VALID
TEL-000180,2026-01-22 04:31:19,SENTINEL-9,PAYLOAD,shutter_cycles,1847531.0,count,NOMINAL,VALID
TEL-000181,2026-01-22 04:53:35,SENTINEL-9,POWER,battery_level_pct,88.557833,%,NOMINAL,VALID
TEL-000182,2026-01-22 04:53:35,SENTINEL-9,POWER,solar_array_output_w,2832.891779,W,NOMINAL,VALID
TEL-000183,2026-01-22 04:53:35,SENTINEL-9,POWER,bus_voltage_v,27.923994,V,NOMINAL,VALID
TEL-000184,2026-01-22 04:53:35,SENTINEL-9,THERMAL,payload_temp_c,22.207459,°C,NOMINAL,VALID
TEL-000185,2026-01-22 04:53:35,SENTINEL-9,THERMAL,bus_temp_c,18.652947,°C,NOMINAL,VALID
TEL-000186,2026-01-22 04:53:35,SENTINEL-9,THERMAL,battery_temp_c,15.207586,°C,NOMINAL,VALID
TEL-000187,2026-01-22 04:53:35,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.142825,arcsec,NOMINAL,VALID
TEL-000188,2026-01-22 04:53:35,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2447.640355,RPM,NOMINAL,VALID
TEL-000189,2026-01-22 04:53:35,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001047,deg/hr,NOMINAL,VALID
TEL-000190,2026-01-22 04:53:35,SENTINEL-9,COMMS,signal_strength_dbm,-85.297297,dBm,NOMINAL,VALID
TEL-000191,2026-01-22 04:53:35,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000192,2026-01-22 04:53:35,SENTINEL-9,COMMS,link_margin_db,12.188707,dB,NOMINAL,VALID
TEL-000193,2026-01-22 04:53:35,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.0001,°C,NOMINAL,VALID
TEL-000194,2026-01-22 04:53:35,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.170304,K,NOMINAL,VALID
TEL-000195,2026-01-22 04:53:35,SENTINEL-9,PAYLOAD,shutter_cycles,1847525.0,count,NOMINAL,VALID
TEL-000196,2026-01-22 05:22:23,SENTINEL-9,POWER,battery_level_pct,85.351447,%,NOMINAL,VALID
TEL-000197,2026-01-22 05:22:23,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000198,2026-01-22 05:22:23,SENTINEL-9,POWER,bus_voltage_v,28.108576,V,NOMINAL,VALID
TEL-000199,2026-01-22 05:22:23,SENTINEL-9,THERMAL,payload_temp_c,22.815836,°C,NOMINAL,VALID
TEL-000200,2026-01-22 05:22:23,SENTINEL-9,THERMAL,bus_temp_c,18.618885,°C,NOMINAL,VALID
TEL-000201,2026-01-22 05:22:23,SENTINEL-9,THERMAL,battery_temp_c,15.330115,°C,NOMINAL,VALID
TEL-000202,2026-01-22 05:22:23,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.15507,arcsec,NOMINAL,VALID
TEL-000203,2026-01-22 05:22:23,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2407.745916,RPM,NOMINAL,VALID
TEL-000204,2026-01-22 05:22:23,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000987,deg/hr,NOMINAL,VALID
TEL-000205,2026-01-22 05:22:23,SENTINEL-9,COMMS,signal_strength_dbm,-87.244681,dBm,NOMINAL,VALID
TEL-000206,2026-01-22 05:22:23,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000207,2026-01-22 05:22:23,SENTINEL-9,COMMS,link_margin_db,12.283921,dB,NOMINAL,VALID
TEL-000208,2026-01-22 05:22:23,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.024049,°C,NOMINAL,VALID
TEL-000209,2026-01-22 05:22:23,SENTINEL-9,PAYLOAD,focal_plane_temp_k,84.987772,K,NOMINAL,VALID
TEL-000210,2026-01-22 05:22:23,SENTINEL-9,PAYLOAD,shutter_cycles,1847525.0,count,NOMINAL,VALID
TEL-000211,2026-01-22 05:49:07,SENTINEL-9,POWER,battery_level_pct,70.542629,%,NOMINAL,VALID
TEL-000212,2026-01-22 05:49:07,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000213,2026-01-22 05:49:07,SENTINEL-9,POWER,bus_voltage_v,28.05941,V,NOMINAL,VALID
TEL-000214,2026-01-22 05:49:07,SENTINEL-9,THERMAL,payload_temp_c,22.263524,°C,NOMINAL,VALID
TEL-000215,2026-01-22 05:49:07,SENTINEL-9,THERMAL,bus_temp_c,18.172193,°C,NOMINAL,VALID
TEL-000216,2026-01-22 05:49:07,SENTINEL-9,THERMAL,battery_temp_c,15.3124,°C,NOMINAL,VALID
TEL-000217,2026-01-22 05:49:07,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.154489,arcsec,NOMINAL,VALID
TEL-000218,2026-01-22 05:49:07,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2433.525447,RPM,NOMINAL,VALID
